,customer_id,article_ids
2096,2fc818c90bf0da5434143aaa9ee60027e0812510b6b1ca106ac408586e40d031,"[448509014 706016003 759871002 610776002 706016015 610776001 720125001
 399223001]"
2097,2fd5721dba4fa5b3bf5c56f181b0971f4244823c12eea5315ee50c4de442f8bc,"[706016001 351484002 399087014 399087010 706016002 399087030 399087029
 399087021]"
2098,2fd690c02e3f0a1def03a331bfbb133f0d0790af4f013f78d9c5e0e0878d38a7,"[706016002 610776002 448509014 706016003 562245001 720125001 562245046
 759871002]"
2099,2fd6e4ae6003953294682107fd9641c7c4945e1d655a9318cf245b967ecd9ecf,"[706016001 610776002 706016002 706016003 759871002 448509014 610776001
 706016015]"
2100,2fdafa0717ff4f02d78c647b766451efe76dd0ef8f815052260d002bbe7183a7,"[610776002 562245001 706016006 720125001 554450001 562245046 610776001
 539723005]"
2101,2fdd2c017d657ced4a0ed2165c1fcc184f0ee64469965b08ab05d88bc23bcbb8,"[706016001 610776002 871005003 562245001 555684002 399087030 569240001
 559556003]"
2102,2fefcb73b1323fb4dad325b6ebf4d9183c219bd6e49f9893794e4dc9c619e154,"[610776002 562245001 706016002 706016003 610776001 554450001 562245018
 751471001]"
2103,2ff2414edb2c54fb6f53da9f4c2d51c3761a44ec4f59ac377136ca0f8bc6183f,"[706016002 706016003 610776002 562245046 448509014 562245001 554450001
 706016006]"
2104,2ff354b033c1bb8f5edaa18977e1bb955c30f0d3a1a52d10518cb40ccaa443ed,"[706016001 706016002 448509014 610776002 688537004 741356002 351484002
 720125001]"
2105,2ffd04dbb7dcea9be748d26237a24943712400d9fc99af185e29fdbaf1f1de03,"[706016001 562245046 562245001 751471001 720125001 448509014 706016002
 706016003]"
2106,30094f1caf2d815880d97896c5c10731fbc48b7a70a2f5ba22195d1c0091e2b9,"[706016001 706016002 720125001 610776001 706016003 562245001 751471001
 749699002]"
2107,3010fb98279af450808a48f3c82422fb8b44466ee0ad889938ff39fdbda36f35,"[610776002 706016001 720125001 562245046 562245001 871005003 751471001
 706016002]"
2108,3018b87674288984445da2ccbb2371e66e5e16d5210abfd5793d86768e5487f6,"[610776002 706016001 610776001 706016002 562245046 706016003 579541001
 673677002]"
2109,301bc28b2ff32e2e090dab7cec2274bde7d96be2f5f9b2fe3637e9198ff1f06a,"[706016001 706016002 720125001 610776002 706016003 448509014 688537004
 741356002]"
2110,301d0a99eb79d589b0656b6fb92e8ee44393533d03277c1a3bfa76fe23b8fb69,"[706016001 610776002 706016002 617524001 596548004 581378002 520392001
 509843008]"
2111,303b79786850ccfd146becd8bed5f33e0d770cab100090228a2b35b0f4b07c78,"[706016001 610776002 448509014 759871002 706016002 720125001 590928001
 741356002]"
2112,303da1dc90e78e779c87ebe938c5d2ba173c446eef317d013961bdfba0e8e96e,"[706016001 749699001 749699002 741356002 706016002 706016003 720125001
 915092002]"
2113,3047e17667ae826fdad32183199e97ca48a14f575df6b4d4304287f3ff5b16ce,"[706016001 610776002 706016002 562245001 562245046 554450001 706016003
 741356002]"
2114,304b834b6c6387107415c86d60ec375e1e13b2406a3becb6c5ec81138171920f,"[706016001 706016002 562245001 717490008 562245018 706016015 772005009
 720125001]"
2115,304f061e57884d299448108bcbfac841ddeb21fd78509674f8873328a687fe93,"[706016002 706016003 448509014 759871002 741356002 610776001 720125001
 372860001]"
2116,30531fc618660d53d17491d22452f9e80f922ca4528819b3ad39f4779a139f87,"[706016001 877324002 787521003 633501001 597040002 562245001 885057001
 701768002]"
2117,30659dd0bbeaa972abeab9ad7703b6177a52a66f325d76802a3bd9d85f3cd610,"[706016002 610776002 562245046 706016015 562245001 610776001 673396002
 545126002]"
2118,306b4fa2850fe19f5133c26711071f22db0960382d5c967453edeb28d3c07eb1,"[706016001 610776002 706016002 706016003 562245046 448509014 610776001
 554450001]"
2119,307b01aa5d03de1eac6052747d50fc8a77d209bc111c3895d1e987550bac1ddc,"[706016001 610776002 562245001 399087010 706016002 706016003 399087021
 399087047]"
2120,307c749fa23d7efa884c7cc15ba98d3b87e8464a4cefba0a446ed4c56d1db543,"[706016002 610776002 706016003 562245001 610776001 562245046 871005003
 706016015]"
2121,307e6d5a7e021b4bdb2603023f702b1412ac7f38ca7a2e578448b3c21d683432,"[610776002 706016001 610776001 751471001 562245001 871005003 623277006
 619764037]"
2122,30837b29c098aeb0e06da7e2d2499c6f0e6fefa064f30d99f186cb06881d7fd7,"[706016001 706016002 590928001 706016003 562245001 610776001 741356002
 723529001]"
2123,30840581b0f8d8e408a881211049e8affa52d966f14dd5cae5cc619eb59e5c14,"[610776002 706016001 562245001 706016002 448509014 720125001 562245046
 657126001]"
2124,3095f5c1d6de0aa34c0bae3a2af8e4df0b8b2ffc3fc92f1ce83b395be40f1050,"[706016001 448509014 706016002 610776002 720125001 706016003 610776001
 741356002]"
2125,30979886e79987b6f44f7e18a590fd585cc0130860539e7143aebcdfcb2c3ffb,"[706016001 706016002 448509014 590928001 759871002 741356002 351484002
 599580017]"
2126,309859613b35549f7622e33c4db1902f02cb041b9f4b02649596e3d114e19894,"[706016001 610776001 706016002 562245001 673677002 562245046 720125001
 751471001]"
2127,309a247df13c1ff155650faaceaa5fd23e785e118bfdb247ba1f5d2fbc7c301d,"[706016002 562245046 706016015 448509014 720125001 741356002 706016006
 688537004]"
2128,309c77855c823aeeefe0454ddff12b8d784aa434d0ffd27b4c319c3747396678,"[688537011 706016001 448509014 351484002 706016002 684209004 599580017
 590928001]"
2129,309f73f95db83bae514e17e53952c8457ccd4b6d7c870b54455991b522ccaca6,"[706016001 706016002 610776002 562245001 706016003 610776001 587754001
 558493001]"
2130,30a2a41d56afd7a28d7210df8c4b95e2f3e2388893339648733e99fc352c7eed,"[706016002 706016003 706016015 759871002 399223001 741356002 610776001
 448509001]"
2131,30ad875a7e8ea8e0e7138a13c93819f4a1f49b05b4112e01826e0ab3137179bb,"[706016001 720125001 759871002 610776002 562245001 706016002 448509014
 562245046]"
2132,30be16cc61cf41a4dfb41a3ce4522d595058d5db85e55dc21d164738c2901073,"[706016001 448509014 610776002 706016002 720125001 573716012 759871002
 741356002]"
2133,30bf0a8b6357496425e656cf3aac865f5ed26bc960973075ee328f4f498be954,"[610776002 706016001 657209001 636437002 696356008 694665009 694659051
 694659049]"
2134,30c256bc78e2c38637240ff9216867839a9f5f5f49738b487a47ee95977a91be,"[706016001 610776002 706016002 610776001 871005003 562245046 562245001
 678942001]"
2135,30c4628d72a6be7043c2d32b226ce7550cc9adaeea0c9bd23f63ec63a2e120a1,"[706016001 610776002 751471001 573716012 554450001 562245018 706016002
 706016003]"
2136,30c79338820c9c11bfed5a92f7f29dd324e265a9e6396d0d1463b76ed0f14956,"[706016001 706016002 448509014 610776002 759871001 610776001 720125001
 706016015]"
2137,30cb278ea54411ed635f953c26dadb3c2b2b1601973c7509bf2d5d75522a355b,"[610776002 706016002 706016003 610776001 554450001 720125001 706016015
 678942001]"
2138,30cd49857f17f8695e7d5c76d7c66e96c0e3a83d1892ab31c0a38e83c036742a,"[706016001 706016002 706016003 610776001 562245046 448509014 720125001
 706016015]"
2139,30d1e9b6378a74a740f64c3d34f1686693d0430b03c6cd602d58062e604373d0,"[706016001 706016002 706016003 562245001 554450001 706016015 562245046
 871005003]"
2140,30d422b17c18964fed0e363780873f7cefce12206e2f32787b22c86ad8dbc7d9,"[706016001 706016002 706016003 562245018 554450001 759871002 448509014
 673677002]"
2141,30d5b0d51b7824faceb4966d6db99fef233a9b8e9b0ce58450dee9ff086154b3,"[706016001 706016002 610776002 759871002 706016003 448509014 720125001
 741356002]"
2142,30effb0071dca63fba41db7f84623794f17f3bb29dd9b586ed779913ed98696e,"[448509014 706016003 610776002 720125001 448509001 759871001 706016015
 610776001]"
2143,30f68831b120ab5fe8342f79e63bf55062b223613fed91677f4877979e83fb91,"[610776002 706016001 610776001 706016002 720125001 448509014 759871002
 562245046]"
2144,30fcd7929659dd1a1c0877931366b3907dcedb1d7bda70e779a0acc16a96f240,"[706016015 741356002 448509014 610776002 759871002 720125001 688537004
 554450001]"
2145,310508d456b83ff79863e230b7425f3270fed202e4abb692296203c02a6f641e,"[706016001 706016002 448509014 562245001 749699002 562245046 720125001
 783346001]"
2146,310b092e4a1a887016422a49dd5266ff757348d2f48392324c2634e6bbeab976,"[706016001 610776002 706016002 448509014 741356002 866383001 706016003
 562245001]"
2147,310b2a653ecc6bf80f152255f6758ee81039dd6a6f90afdc2f346a12e15a51ef,"[610776002 706016001 610776001 706016002 562245001 562245046 706016003
 751471001]"
2148,310cba9b63748ab6e994afc74e4f048cc225f6e55b11fdd23218600177b48b3b,"[706016001 610776002 610776001 706016002 562245001 739659035 715201009
 562245046]"
2149,3116a9bbc5bac3afb59539b931df5384d614f154344eb990a9631b985507ba0b,"[706016001 448509014 706016002 610776002 581378002 533135005 520392001
 509843008]"
2150,311bcf22375a803d5262b02e35ff9b8a2f639e57703be7928045a2aae91b1f15,"[706016001 610776002 706016002 610776001 759871002 720125001 562245001
 562245046]"
2151,311fa883ceb175d006d46bc600cfafff0f18eb838e05fd479167053fbe59632e,"[706016001 399136009 448509014 399201025 399136004 706016015 610776002
 731160004]"
2152,31234ff694392446326ef2e559d1c75f5f1034e0f0158e4850344baa7f0fb590,"[759871002 448509014 706016003 590928001 706016015 610776002 351484002
 673396002]"
2153,3127259517e4c95c1b15111c18d0bdba6b6f61ed4cbdf8b9a1720d0c8cf7ec59,"[706016002 448509014 759871002 720125001 688537004 610776002 706016015
 706016006]"
2154,312c81799bea26bd7d01904ce25829f9e3fd27d723b1db0547e7087d49168300,"[706016001 706016003 562245001 554450001 706016015 554450036 562245046
 706016006]"
2155,312d0c9843c3a5008c24b79b94099c1dc503ce249ed8405b17fe553e44ca65e7,"[610776002 720125001 706016003 448509014 610776001 562245001 562245046
 759871002]"
2156,31313d78307e29a0e0bce77d5a66ce6ed6f6d4bbf26dfc82302ea006ba49dbb1,"[706016001 706016002 610776002 448509014 706016003 749699002 610776001
 720125001]"
2157,313af2aacef5de579aaaad6546e772fce7f9112a1b516397180d3a1d0fad34c9,"[706016001 706016002 562245001 554450001 610776002 706016003 399087029
 399087014]"
2158,314721d0e5cda8dcbcdf030a85f2904096de4c205d47d03e12d9eb660a9abbfb,"[610776002 706016001 706016002 562245046 706016003 573716012 678942001
 751471001]"
2159,315a704148ffb83faebdcfa01e525cd2ca4ec1dac4f2347453b58e3e53ceb0b4,"[706016001 706016003 610776002 448509014 741356002 720125001 688537004
 610776001]"
2160,3179e6e004b11039ddebb9f9826d117c381c24e04d28643abf9e49a87846ea00,"[706016001 610776002 706016002 759871002 610776001 706016003 806388001
 806388002]"
2161,317b4167de1372f963213eef23c883ff9ba3bdabea528ac88b32e28b82daa664,"[871005003 586890001 728756001 911436003 897033004 878755001 869289001
 829883002]"
2162,318247d182793ada85e47bcf469ed7512a24496598df300e3df046aa7f05c479,"[706016001 706016002 448509014 706016003 610776002 610776001 706016015
 720125001]"
2163,3184aeda4d19b706ac59f38c7d49c35bd907d5935e830c9752afeeac07ffe3ae,"[706016001 610776002 706016002 610776001 562245001 448509014 706016003
 562245046]"
2164,3189c53f4945a0abc42967e548c31f825e4af894795e03f7d6018881103606ac,"[706016001 706016002 706016003 610776002 706016015 554450001 706016006
 554450036]"
2165,318cf31f7e494b852b489176abfb59421e52cd1810dda9d6deac03f28cb0a518,"[706016001 741356002 706016002 806388001 610776002 610776001 448509001
 806388003]"
2166,319a1c22883ce678602722bef78aa2ff30acc6edc8aece8f466ecbaeae7d80fd,"[706016001 706016002 688537004 448509014 610776002 741356002 871005003
 706016003]"
2167,319b8e5f31236364b5411d5015086f5459600439442c05f2e12edbe562349137,"[706016002 706016003 706016015 562245046 562245001 448509014 741356002
 759871002]"
2168,319c862edcf4d525795f0dc9ff3f5409912bd001e0e08b18e029655d022d50ea,"[871005003 706016001 610776002 448509014 610776001 751471001 759871002
 515201001]"
2169,319d18ed4c0c030271affa38ca480d3edf8b3f9419e5cb33e46b964e95bb9fff,"[706016001 706016002 610776002 610776001 372860002 562245046 706016003
 759871002]"
2170,31a5a5148fe42e17215643836ea46ca00a3656aa53ba27510af88a3f1e4dc3f4,"[706016001 610776002 706016002 562245001 759871002 706016003 562245046
 448509014]"
2171,31ab44567627370cbc2cd5930d1f5777bac138d13dbe856e361825e0aa6fb50e,"[706016003 448509014 610776002 759871002 610776001 706016015 741356002
 399223001]"
2172,31be2810af5d4cfaa2f2602749bba9e7f5505b80c4a395294e6517a374cedab8,"[706016001 706016002 610776001 706016003 562245001 678942001 562245046
 448509014]"
2173,31bf5345c938588894e7101e2085389cee0eb48431154b2a6c79021005bde444,"[706016001 610776002 749699002 706016002 759871002 448509014 562245046
 562245001]"
2174,31c395548b84017d708627b9eac4c20e1cd5052bbe0962ef2566bc62e29b2690,"[706016001 610776002 706016002 759871002 610776001 871005003 448509014
 706016003]"
2175,31c7ec202c0d83f1a8d29f49164313c0b7da6b10fbecc5e8cd507ef92bfe81f4,"[706016001 706016002 448509014 610776001 610776002 706016003 448509001
 590928001]"
2176,31cd1d03027c5f744f0f99560a4ed3557a233acb0320d8c6ae26c4545d74f519,"[706016001 610776002 706016002 610776001 706016003 720125001 562245018
 554450001]"
2177,31de1eb54d289d7fffa2048572bdaaf2162efe38d79f26567f8ffecf152c0256,"[158340001 234432001 706016001 542402001 610776002 200182001 720125001
 717490008]"
2178,31e74b5f792ef0abebe42b31f30f492faf8e62ce9458d2cc4a787abaac955853,"[706016001 706016002 759871002 562245001 706016003 562245046 448509014
 451704003]"
2179,31e7b270f058d33f43e54caf9c9bc9a31dc2e588a01dedb1db1087e42f2dd85e,"[825396004 822118002 767123018 751485001 491070024 887218002 927993002
 706016001]"
2180,31e7cbd161358e2b77f61a3be0849c6f8c65b73710bfe2fe0383fe8f693f2d7a,"[706016001 610776002 610776001 706016002 562245001 706016003 372860001
 448509014]"
2181,31f10a9c2bd8313d737846107eea8afc188a233a58a95130509eaa19fa6539b8,"[706016001 706016002 610776002 703434003 871005003 679618004 669199005
 568931002]"
2182,31fa4d5e856f8408523939e8c006276d31bb47015066686a8fc86afcce4236f6,"[706016001 759871002 706016002 590928001 720125001 610776002 580859001
 560818003]"
2183,31fd4254d2b034c34cbc60f2d938dce333c770c14a4c826421c474795da135bf,"[706016002 562245001 706016003 610776001 720125001 372860001 554450001
 448509014]"
2184,320adb4322dbc8c6f77df332b680a7d323ae5cbf1eb1ee62b21139a3e551617e,"[706016002 448509014 562245046 720125001 554450001 706016015 636437002
 657209001]"
2185,3214af082191cb4bf2aa86394748995c262f3d1bd36ef20b7f2715f09f0d19b4,"[706016001 706016002 706016003 720125001 759871002 562245046 562245001
 706016015]"
2186,3218ae18fdf467a0a5cfa47fe78bf3c42621ba42fd92b77daa016d8b85d857e5,"[706016001 610776002 562245046 706016002 706016003 562245018 554450027
 610776001]"
2187,321c48205df074bdc57720f37fca060a01f592fb7123ef43f0837800d2f51766,"[706016001 706016002 610776002 610776001 720125001 706016003 372860002
 562245046]"
2188,3221d283de28b3ba11c15b4ccfb0fd8ca64257538ffeb6e0f0f13a93307678a6,"[706016001 678942001 783346001 751471001 562245046 610776002 610776001
 562245001]"
2189,3225ae034f42ce7b738ec05b41d5af88c578d16c62ff4e3dc8b11e5a8ff38311,"[706016001 706016002 448509014 610776002 562245001 706016003 806388002
 610776001]"
2190,322996c6b5bd2a8f099deb92f36a790afd3315ee0c1d1e5c6d8016d8b8f5486d,"[906183001 710888001 619782001 869423001 855087001 830954001 841679001
 800333001]"
2191,322b88a80b66cd04270e6e739d8836a9cabbf1b5f2879827b58f0402cd158038,"[706016001 610776002 706016002 562245001 706016003 562245046 751471001
 554450001]"
2192,323fb34b4fc86625bd3660de3c3b4b0b43d6704d11a967aa7b22fc18d5e8417f,"[706016001 706016002 610776002 610776001 568573002 581338001 741356002
 720125001]"
2193,32485b00d2ca15052ba8e98e1db34cff03350d0d93c81592350369b0b12398db,"[706016001 706016002 720125001 448509014 610776002 706016003 699080001
 610776001]"
2194,324b5149bb96a67f54ba0a46af22f7ac58426bec709613e91cadc07b78b29edc,"[706016001 688537004 706016002 448509014 759871002 720125001 741356002
 610776002]"
2195,3250ec242b2767145db5b64083260e4d39b21568cbce00af8ddfcffdbc1bf66a,"[706016001 706016002 448509014 610776002 706016003 741356002 448509001
 688537004]"
2196,3251fc3085a7dbaa07326a3f4333b1833fe104dd4ce17db232f12ef94ccf48c9,"[706016001 706016002 562245001 562245046 706016003 673677002 448509014
 678942001]"
2197,32565428f1aa264e76eb62f002bde8f0a3cdeb05113707499c6e49914f22ae34,"[706016001 706016002 610776002 706016003 448509014 562245001 610776001
 706016015]"
2198,32586f54221394df74a480f951778b94c28a648160c8458a0e8cf1d55b8220a4,"[610776002 706016001 706016002 673677002 706016003 562245001 678942001
 448509014]"
2199,3261a5d7f2b40e41674192dead5c2a1e4a1a3e707a5784824f5a2e49ca16f9f0,"[706016001 610776002 562245001 399087010 769819001 704658014 685811017
 634070006]"
2200,3262906507d7b16d0f8b3d5afb48e1bd22ce05160010e74ed6b450c94ae1952a,"[706016001 372860002 610776001 759871002 610776002 522561001 519773002
 519737004]"
2201,3267b2748b1eb5c78d515c051df24cac8026298f798562717a7ccc2492c105f2,"[706016001 706016002 610776002 562245001 706016003 610776001 706016015
 554450001]"
2202,32696b87a6bc9481d9a4d3501f9031fb3d5b60d5574f44ea61909ae7c388fb01,"[844856001 830732001 772513014 756930010 708484001 707363001 433414037
 706016001]"
2203,326a0b7539955f077312fcd50fc6742227a670130c52144c85807cb28a67103d,"[706016003 562245046 706016015 610776001 720125001 706016006 448509014
 741356002]"
2204,326b5dc3f8ec5d55994ec948dcd3438b89a7ad14821e08d07faf26551201d417,"[706016001 706016003 448509014 869423001 841679001 710888001 562245046
 855087001]"
2205,326db74ee96406a3711a4c70c1567ce7557a906ff28fa4fec751cd2cc8b1c3c9,"[706016001 610776002 706016002 610776001 448509014 720125001 706016003
 562245001]"
2206,326f10d0a04ff5d1d8643a892a32bd7a715faebc34c4ca2132fe52ae988f79fa,"[706016001 749699002 610776001 610776002 629758005 692721005 739144004
 706016002]"
2207,32704966cfaa21d10ebebe9978a58211d86ee4c9a8df4919735bc920be265c1d,"[706016002 554450027 399087029 562245018 399087001 706016015 658030011
 554450004]"
2208,3275f670eb88cfc3ea0c6043103dc36333a3a7b11cee2170c7ce1e1899493967,"[706016001 448509014 706016003 759871002 706016006 610776002 562245001
 399223001]"
2209,3277dae92a9ffed1a215e116a37b57d9c239efabe683be4bcb3bc10a805321b8,"[706016001 448509014 706016002 706016003 759871002 741356002 610776001
 351484002]"
2210,327c567cc152dafb0662cb2f4a22759ab60587047bd3753141414ee58cb27a77,"[706016015 706016006 539723005 448509014 562245046 573085028 759871002
 562245001]"
2211,328fccf80892a0a166c3bb3c422b965e71de0025dac2ed6396da749e1784591d,"[706016001 610776002 706016002 562245046 751471001 706016003 448509014
 783346001]"
2212,329accf4ceee28f7edcaa5aa39937bb34b7037d85ef870a6b7c178e340bab5bb,"[706016001 706016003 610776002 590928001 448509014 866383001 759871002
 599580017]"
2213,32a9c2ff3a078c3703e1b9aca42b7d9d7ff70aa338159b7a5ec610b0aaa3f881,"[706016001 914293004 911436003 897033004 878755001 869289001 829883002
 806388002]"
2214,32b1482118cfdf0f247ed81863fba13f022c904fc02e482f34f3428c17dba4aa,"[706016001 562245046 610776002 751471001 903069001 451402002 813775007
 555684002]"
2215,32b27737a4374394198cdf96292d483bd0538e1436ef59b78e0bf59a87dac011,"[706016002 706016015 759871002 399223001 706016006 679113005 678776002
 673112001]"
2216,32b3e84f78daa57e499ca0741d4945328bfe86270bc6f3f115995630c0def322,"[706016003 610776002 562245046 706016015 562245001 759871002 448509014
 706016006]"
2217,32b4a6b15354306d532dd6865967cc5895c5fabdb7bb57d0f7c6f3590dbf455d,"[706016002 610776002 610776001 448509014 720125001 706016006 759871002
 741356002]"
2218,32b7d58e49f22a2b55e8100a36e809f225ce7eafcc95ccfea8132a26f1c3e08d,"[706016001 610776002 562245001 706016002 610776001 759871002 706016003
 372860001]"
2219,32bbdee31a28de9b320dfe4fb068a21c6c1903b4da580505badf51e8542c2fd6,"[706016001 706016002 448509014 590928001 610776002 759871002 688537004
 706016003]"
2220,32c5a44d24d14591483660dc04f38fd49f0cb45fc68a40697eb069f7ba1c4078,"[610776002 706016015 741356002 759871002 706016006 720125001 673396002
 399223001]"
2221,32d9cb3aee7d391a54468305ac2e6573a0975aa7cfd8f143070c51c87163d5a2,"[706016001 610776002 706016002 759871002 706016003 636989001 609185011
 573452002]"
2222,32db50268d8c1fcd5dd0c4c6d5c7d0c95afbadc31e75e5f961f118b8fd5ccdc4,"[706016001 706016003 610776002 562245046 706016015 610776001 759871002
 741356002]"
2223,32ee1d2d5e62b69e09de6be42f60276cbb1d5bbeb8ea917a08ff0b9a9602a9d8,"[706016003 448509014 720125001 562245046 706016006 759871002 554450001
 673396002]"
2224,32f0b6b1f2422cf9dce8baec8dd28c8aa265a484a1e7c83c1de01f920aa95e1f,"[706016001 581338001 568573002 759871002 539472002 533135005 520392001
 509843008]"
2225,32f331520ed5225bdb3de4e6bad5ae0b0313c10400c2e7fb05f408ff36b2c26b,"[706016001 706016002 610776002 706016003 448509014 759871002 610776001
 706016015]"
2226,32f6f117455119d7561e1e317a61155c9b4e8b1142c09d22b01a43f803751f52,"[706016001 706016002 688537004 759871001 706016003 741356002 720125001
 673396002]"
2227,33015afc2e22aa479626cf82874fdbcbd3f0f85fd38a0d8304b8c1d10d65ed98,"[706016001 533135005 520392001 509843008 617524001 596548004 581378002
 539472002]"
2228,3303bd032be7ab55eef98701978efcd5b4604983b9b7aff1ff3bd85ac79fc042,"[610776002 706016002 706016003 562245001 448509014 554450001 610776001
 706016015]"
2229,330783b9a121c239891e15b8cb307a513b2f72e94215727ed5a081a5a37ab7ae,"[706016001 610776002 706016002 610776001 688537004 448509014 590928001
 741356002]"
2230,330c9c34b6d79e31802be102e360a57c0ae61b15e79128e57c6cdce5903aa51b,"[706016001 706016002 688537004 626407005 759871002 663247002 597231005
 234432001]"
2231,330df64e40c30e3eda94b7a72223d3f1423073d87a9f00b63907318b715cf743,"[706016003 448509014 720125001 399223001 562245018 871005003 759871002
 741356002]"
2232,330f546b9729f50e03614e5dbdea93ee0314662b5d7cdc31900c6991abf622e7,"[706016001 448509014 759871002 706016002 574211002 571369002 563276001
 417427007]"
2233,3319dd8ca43b5e1b655af8413bbf4d8c7e424d6e926302efb2c9103b76277b30,"[706016001 448509014 706016002 688537004 720125001 741356002 610776002
 590928001]"
2234,331f3fe71539daacc18ff221d34df50cfe696b4e3b3e28f171c8c3f4a7bb268a,"[706016001 610776002 831447002 831429001 706104007 690513006 558423001
 526302001]"
2235,331f9a140f70503a4f57cfbe4ad74a758d74857783b4c990cf14fe816c4e4a78,"[706016001 759871002 706016002 448509014 610776001 706016003 751471001
 720125001]"
2236,33211d13868676458fd4e11f997a2a29276615cb04a758a9c4ed21f9d152896b,"[706016001 866383001 688537004 799417004 741356002 706016002 448509014
 720125001]"
2237,3323bf677bd4ff269868a9078d84659994d8e723798aad814b95949a9a0907e6,"[610776001 706016001 706016002 706016003 554450001 562245046 562245001
 610776028]"
2238,3325ed62d10859e6175231079472ad88413228517658498022dfab87e3e30a4a,"[706016001 706016002 741356002 706016003 759871002 562245001 749699002
 749699001]"
2239,3336dfd167253a1894e49eb5bdce27424cedaee1e44ada255fd87b4d39d58217,"[706016001 610776002 448509014 706016002 720125001 706016003 749699001
 562245046]"
2240,333966f1254a9b16a3dc3da8123d646395054c0f0e9a92d0dfa87be429d374d4,"[706016001 706016002 596548004 581378002 539472002 533135005 520392001
 509843008]"
2241,333e24135418c64be1fb2abadbfa66012e15afc602837c06a80d39950817c8e3,"[706016002 610776002 706016003 759871002 720125001 741356002 706016015
 610776001]"
2242,334487d63f425d3703c9d90e80e673cb00f811ae2becb13a151bf75426785785,"[706016001 610776002 706016002 913070001 819314001 871005003 657719014
 519749015]"
2243,334e4333a8c04798442b4ec5d549cbbaa07cbd63f77c12bbc433e7766d74624f,"[562245001 610776002 706016015 720125001 610776001 759871002 554450001
 448509014]"
2244,3352b9f6a970bc8f25f9047d89506d684277bd80ffbe7fe5657dd8d6193f2f4f,"[706016001 706016002 610776001 720125001 706016003 351484002 562245001
 741356002]"
2245,335459390968f107315f619447a988ddca779a9ce1b313682d44093f6e5197d4,"[706016001 759871002 448509014 688537004 706016002 741356002 720125001
 811887001]"
2246,335569a801d4564c25528694e5254fdde237bb1bd173fb7f6ddde8235efcffcf,"[706016001 706016003 562245001 562245046 372860001 554450001 706016015
 562245018]"
2247,337a91b153bb6287344512cf6f01b2dc5413076497d827f139999798141d42ca,"[706016001 706016002 590928001 351484002 689109003 448509014 684209001
 610776002]"
2248,3387c171f4bf18ce32b4e6c0ded7094953b38312ef5ece5f6202e0c17bc9e784,"[706016001 706016002 720125001 759871002 562245001 448509014 611910007
 588515008]"
2249,3387d153d5348b49f6c6691740d37807d4c4c009f41e06efbdf8a6800f69992e,"[610776001 706016001 706016003 562245046 706016002 562245001 678942001
 749699002]"
2250,33884ed25bdf9148508e05790c8e03ed6daae1fbfc92feaf710d894be7e59cf8,"[706016001 610776002 706016002 610776001 562245001 436261001 464297007
 720125001]"
2251,3388bd344779323194691e96ad2efae14eba4357779e099d3370fe7d32163e0a,"[610776002 706016001 836036001 643678033 722555001 717140002 708274001
 534047002]"
2252,338b62fdeabe5e143c618332f36809712e26ec039ec9f1e7164114bbda8b56fd,"[706016001 706016003 720125001 562245046 554450001 741356002 706016015
 562245001]"
2253,338c5b7f7e1a99e29909806d29a0c7fa54ac711fc666da0e37de1944d2f1f5c2,"[706016001 610776002 706016002 610776001 448509014 706016003 749699001
 562245001]"
2254,33948dbc12313cebe59cb7eeca8b85df6f67569aff4cdc0da8c017b379223a84,"[706016001 562245001 720125001 706016002 706016003 554598001 562245018
 751471001]"
2255,339a06fd06452fec0f8afc3087c6be6b18b349b1d35b5889e4d098d2a687ca37,"[706016001 610776002 706016002 759871002 372860001 720125001 806388002
 610776001]"
2256,33a6a3b2f84531914571bf4f7ade2b26c204366d4a92b4d915661d5cd72cefac,"[706016001 555684002 809841002 569240001 859174017 859174007 706016003
 559556003]"
2257,33a7d8e71a92fdebeaca3e4c37dcd90d12c4c1b969d6802ae3a05b22c0a92b3d,"[610776002 706016002 706016003 610776001 562245046 720125001 871005003
 706016015]"
2258,33b7a81e1fbd1657f7ce1dbef134acecd1f60fee80449fb8b71ec71023781dca,"[706016001 610776002 706016002 688537004 562245001 610776001 688537011
 706016003]"
2259,33bcdcfc996a41334e33229556b6215f40c18d832fd8c64c0998cc56b960c819,"[706016001 759871002 720125001 741356002 706016003 448509001 706016015
 610776002]"
2260,33c7d068471e9ed569da4b1a747a0b194486e951a3b38182a548a3f5a12576e6,"[706016001 610776001 448509014 351484002 599580017 599580020 559630026
 706016002]"
2261,33cc531d7d193106cda93c30419555ca9b66482340a89c105cb56a55c1220315,"[706016001 906183001 841679001 800333001 869423001 710888001 619782001
 855087001]"
2262,33d12639b775fc85b4f71b4ae92a0f152a0b06d1932c0058dc16fe31c3eea535,"[706016001 706016002 562245001 610776002 706016003 562245046 555990005
 477163010]"
2263,33da840d2210dfd9cc49c6e18879cdaceb5412f33255630c74e42563c9a6361f,"[706016001 610776002 562245001 706016002 610776001 562245046 706016003
 372860001]"
2264,33dc1a34fe1590be75e1eee7e37e7c813869201ac9262c483a5980aa9c390eff,"[706016001 610776002 720125001 706016002 871005003 806388002 759871002
 562245046]"
2265,33e2aeac8b1f54827465a2ea6b7ff67ae23bf158bf4cc479a345d1b5aac0315a,"[751471001 783346001 562245001 610776002 584157006 678942001 610776001
 654863001]"
